time,target_N,target_E,target_alt,target_vN,target_vE,x0_phi,x1_theta,x2_psi,x3_p,x4_q,x5_r,x6_pN,x7_pE,x8_pD,x9_vN,x10_vE,x11_vD,x12_M1,x13_M2,x14_M3,x15_M4,vN_cmd,vE_cmd,vH_cmd
0.01,50,0.01,0,-0.0002,1,0,0,0,0,0,0,0,0,0,0,0,0,0.503614,0.50771,0.509349,0.505253,-0.0601636,0.998189,0
0.02,50,0.02,0,-0.0004,1,0,0,0,0.00437117,-0.0109219,2.80142e-07,0,0,0,0,0,-0.00714287,0.523867,0.530596,0.533292,0.526563,-0.0603633,0.998176,0
0.03,50,0.03,0,-0.0006,1,4.37117e-05,-0.000109219,2.80142e-09,0.0115603,-0.0288649,2.80142e-07,0,0,-7.14287e-05,0,0,-0.0188776,0.536916,0.545294,0.548654,0.540277,-0.0605629,0.998164,0
0.04,50,0.04,0,-0.0008,1,0.000159314,-0.000397868,-7.01451e-09,0.0205219,-0.0512045,0,0,0,-0.000260204,1.23184e-05,4.93009e-06,-0.0335641,0.545355,0.554719,0.55848,0.549117,-0.0607625,0.998152,0
0.05,50,0.05,0,-0.001,1,0.000364533,-0.000909913,-8.85907e-08,0.0305521,-0.0761743,0,1.23184e-07,4.93009e-08,-0.000595846,5.79476e-05,2.32009e-05,-0.0501484,0.550845,0.560749,0.564733,0.554829,-0.0609622,0.99814,0
0.06,50,0.06,0,-0.0012,0.999999,0.000670054,-0.00167166,-3.66271e-07,0.041177,-0.102585,-2.80142e-07,7.0266e-07,2.8131e-07,-0.00109733,0.00016341,6.54519e-05,-0.0679525,0.554447,0.564591,0.568679,0.558534,-0.0611618,0.998128,0
0.07,50,0.07,0,-0.0014,0.999999,0.00108183,-0.00269751,-1.05645e-06,0.0520771,-0.129637,0,2.33676e-06,9.35829e-07,-0.00177685,0.000358473,0.000143639,-0.0865407,0.556843,0.567025,0.571135,0.560953,-0.0613614,0.998116,0
0.08,49.9999,0.08,0,-0.0016,0.999999,0.0016026,-0.00399387,-2.4589e-06,0.063037,-0.15679,0,5.92149e-06,2.37222e-06,-0.00264226,0.0006746,0.000270421,-0.105633,0.558468,0.568552,0.57263,0.562545,-0.061561,0.998103,0
0.09,49.9999,0.09,0,-0.0018,0.999998,0.00223298,-0.00556177,-4.97164e-06,0.0739114,-0.183683,-2.80142e-07,1.26675e-05,5.07643e-06,-0.00369859,0.00114395,0.000458752,-0.125048,0.559599,0.569494,0.573504,0.563608,-0.0617607,0.998091,0
0.1,49.9999,0.0999999,0,-0.002,0.999998,0.00297212,-0.00739859,-9.07609e-06,0.0846026,-0.21007,-5.60284e-07,2.4107e-05,9.66395e-06,-0.00494907,0.0017987,0.000721626,-0.144671,0.560416,0.57006,0.573976,0.564332,-0.0619603,0.998079,0
0.11,49.9999,0.11,0,-0.0022,0.999998,0.00381819,-0.00949928,-1.53254e-05,0.0950442,-0.235788,-8.40425e-07,4.2094e-05,1.68802e-05,-0.00639578,0.00267068,0.00107191,-0.164426,0.561031,0.570384,0.574189,0.564837,-0.0621599,0.998066,0
0.12,49.9999,0.12,0,-0.0024,0.999997,0.00476872,-0.0118571,-2.4337e-05,0.105192,-0.260728,-1.12057e-06,6.88008e-05,2.75993e-05,-0.00804005,0.00379106,0.00152223,-0.184265,0.561518,0.570552,0.574235,0.565202,-0.0623595,0.998054,0
0.13,49.9998,0.13,0,-0.0026,0.999997,0.00582078,-0.0144644,-3.67824e-05,0.115015,-0.284817,-5.60284e-07,0.000106711,4.28215e-05,-0.0098827,0.00519017,0.0020849,-0.204156,0.561922,0.570619,0.574174,0.565477,-0.0625591,0.998041,0
0.14,49.9998,0.14,0,-0.0028,0.999996,0.00697118,-0.0173125,-5.33682e-05,0.124495,-0.308008,2.80142e-07,0.000158613,6.36706e-05,-0.0119243,0.00689743,0.00277189,-0.224077,0.562274,0.570622,0.574043,0.565694,-0.0627587,0.998029,0
0.15,49.9998,0.15,0,-0.00299999,0.999996,0.00821649,-0.0203925,-7.48402e-05,0.133616,-0.33027,1.12057e-06,0.000227587,9.13895e-05,-0.014165,0.00894121,0.00359479,-0.244016,0.562591,0.570584,0.573867,0.565874,-0.0629583,0.998016,0
0.16,49.9997,0.16,0,-0.00319999,0.999995,0.00955321,-0.0236951,-0.000101971,0.142372,-0.351584,2.52128e-06,0.000316999,0.000127337,-0.0166052,0.0113489,0.00456475,-0.263961,0.562886,0.570519,0.573663,0.566029,-0.0631579,0.998004,0
0.17,49.9997,0.17,0,-0.00339999,0.999994,0.0109777,-0.0272108,-0.000135542,0.150756,-0.371942,4.76241e-06,0.000430488,0.000172985,-0.0192448,0.0141466,0.00569252,-0.283905,0.563165,0.570438,0.573442,0.566169,-0.0633575,0.997991,0
0.18,49.9997,0.18,0,-0.00359999,0.999994,0.0124864,-0.03093,-0.00017634,0.158765,-0.391337,8.12411e-06,0.000571954,0.00022991,-0.0220838,0.0173595,0.0069884,-0.303843,0.563435,0.570347,0.57321,0.566297,-0.0635571,0.997978,0
0.19,49.9996,0.189999,0,-0.00379999,0.999993,0.0140756,-0.034843,-0.000225144,0.166398,-0.40977,1.23262e-05,0.000745548,0.000299794,-0.0251223,0.0210115,0.00846228,-0.323771,0.563698,0.57025,0.572972,0.566418,-0.0637567,0.997965,0
0.2,49.9996,0.199999,0,-0.00399999,0.999992,0.0157415,-0.0389403,-0.000282732,0.173654,-0.427244,1.70887e-05,0.000955663,0.000384417,-0.02836,0.0251254,0.0101236,-0.343683,0.563955,0.57015,0.57273,0.566534,-0.0639563,0.997953,0
0.21,49.9996,0.209999,0,-0.00419999,0.999991,0.0174807,-0.0432123,-0.000349864,0.180534,-0.443765,2.29716e-05,0.00120692,0.000485652,-0.0317968,0.0297229,0.0119812,-0.363576,0.564208,0.570047,0.572487,0.566646,-0.0641559,0.99794,0
0.22,49.9995,0.219999,0,-0.00439999,0.99999,0.0192894,-0.0476492,-0.000427275,0.187039,-0.459339,3.08156e-05,0.00150415,0.000605465,-0.0354326,0.0348246,0.0140438,-0.383446,0.564457,0.569944,0.572245,0.566756,-0.0643555,0.997927,0
0.23,49.9995,0.229999,0,-0.00459998,0.999989,0.021164,-0.0522418,-0.000515666,0.193171,-0.473974,4.09007e-05,0.00185239,0.000745902,-0.039267,0.0404497,0.0163193,-0.403288,0.564703,0.569842,0.572003,0.566862,-0.0645551,0.997914,0
0.24,49.9994,0.239999,0,-0.00479998,0.999988,0.0231009,-0.0569805,-0.000615697,0.198932,-0.487681,5.29468e-05,0.00225689,0.000909095,-0.0432999,0.0466165,0.0188153,-0.4231,0.564946,0.56974,0.571764,0.566966,-0.0647547,0.997901,0
0.25,49.9994,0.249999,0,-0.00499998,0.999987,0.0250966,-0.061856,-0.000727999,0.204325,-0.500471,6.77943e-05,0.00272305,0.00109725,-0.0475309,0.0533421,0.0215392,-0.442877,0.565185,0.569639,0.571526,0.567068,-0.0649542,0.997888,0
0.26,49.9993,0.259999,0,-0.00519998,0.999986,0.0271476,-0.0668591,-0.000853149,0.209352,-0.512354,8.57234e-05,0.00325647,0.00131264,-0.0519597,0.0606425,0.0244974,-0.462613,0.565421,0.56954,0.571292,0.567168,-0.0651538,0.997875,0
0.27,49.9993,0.269999,0,-0.00539997,0.999985,0.0292504,-0.0719808,-0.000991676,0.214017,-0.523344,0.000107014,0.0038629,0.00155761,-0.0565858,0.0685325,0.0276964,-0.482306,0.565654,0.569442,0.57106,0.567266,-0.0653534,0.997862,0
0.28,49.9992,0.279999,0,-0.00559997,0.999984,0.0314015,-0.077212,-0.00114406,0.218324,-0.533453,0.000132507,0.00454822,0.00183458,-0.0614089,0.0770258,0.031142,-0.501949,0.565884,0.569346,0.570831,0.567362,-0.065553,0.997849,0
0.29,49.9992,0.289998,0,-0.00579997,0.999983,0.0335976,-0.082544,-0.00131072,0.222275,-0.542695,0.000162482,0.00531848,0.002146,-0.0664284,0.0861353,0.0348395,-0.521539,0.56611,0.569252,0.570606,0.567456,-0.0657525,0.997836,0
0.3,49.9991,0.299998,0,-0.00599996,0.999982,0.0358353,-0.0879679,-0.00149201,0.225876,-0.551085,0.00019694,0.00617984,0.00249439,-0.0716438,0.0958723,0.0387939,-0.541071,0.566332,0.56916,0.570384,0.567548,-0.0659521,0.997823,0
0.31,49.999,0.309998,0,-0.00619996,0.999981,0.0381113,-0.0934753,-0.00168824,0.22913,-0.558638,0.00023728,0.00713856,0.00288233,-0.0770545,0.106248,0.0430096,-0.560539,0.566551,0.56907,0.570166,0.567637,-0.0661517,0.99781,0
0.32,49.999,0.319998,0,-0.00639996,0.999979,0.0404223,-0.0990577,-0.00189964,0.232041,-0.565369,0.000283784,0.00820103,0.00331243,-0.0826599,0.117271,0.0474909,-0.579938,0.566766,0.568982,0.569952,0.567725,-0.0663512,0.997796,0
0.33,49.9989,0.329998,0,-0.00659995,0.999978,0.0427652,-0.104707,-0.00212639,0.234614,-0.571293,0.00033645,0.00937374,0.00378734,-0.0884592,0.12895,0.0522413,-0.599263,0.566977,0.568896,0.569742,0.56781,-0.0665508,0.997783,0
0.34,49.9988,0.339997,0,-0.00679995,0.999977,0.0451366,-0.110415,-0.0023686,0.236854,-0.576428,0.00039556,0.0106632,0.00430975,-0.0944519,0.141292,0.0572641,-0.618508,0.567184,0.568812,0.569536,0.567893,-0.0667503,0.99777,0
0.35,49.9988,0.349997,0,-0.00699994,0.999976,0.0475336,-0.116173,-0.00262631,0.238766,-0.580791,0.000462794,0.0120762,0.00488239,-0.100637,0.154305,0.0625621,-0.63767,0.567386,0.568731,0.569334,0.567974,-0.0669499,0.997756,0
0.36,49.9987,0.359997,0,-0.00719994,0.999974,0.0499529,-0.121975,-0.00289949,0.240355,-0.584397,0.000537312,0.0136192,0.00550801,-0.107014,0.167994,0.0681378,-0.656741,0.567585,0.568652,0.569137,0.568052,-0.0671494,0.997743,0
0.37,49.9986,0.369997,0,-0.00739993,0.999973,0.0523916,-0.127812,-0.00318807,0.241626,-0.587265,0.000620514,0.0152991,0.00618939,-0.113581,0.182362,0.0739931,-0.675718,0.567779,0.568575,0.568943,0.568128,-0.067349,0.997729,0
0.38,49.9986,0.379996,0,-0.00759993,0.999971,0.0548465,-0.133677,-0.00349189,0.242585,-0.589413,0.000712401,0.0171228,0.00692932,-0.120338,0.197415,0.0801298,-0.694593,0.567969,0.5685,0.568755,0.568202,-0.0675485,0.997716,0
0.39,49.9985,0.389996,0,-0.00779992,0.99997,0.0573149,-0.139562,-0.00381073,0.243236,-0.590858,0.000813252,0.0190969,0.00773062,-0.127284,0.213154,0.086549,-0.713364,0.568154,0.568428,0.56857,0.568273,-0.0677481,0.997702,0
0.4,49.9984,0.399996,0,-0.00799992,0.999968,0.0597937,-0.145462,-0.00414432,0.243587,-0.591619,0.000924188,0.0212285,0.00859611,-0.134418,0.229581,0.0932516,-0.732024,0.568335,0.568358,0.568391,0.568341,-0.0679476,0.997689,0
0.41,49.9983,0.409995,0,-0.00819991,0.999966,0.06228,-0.151368,-0.00449231,0.243642,-0.591715,0.00104521,0.0235243,0.00952862,-0.141738,0.246698,0.100238,-0.750567,0.568511,0.568291,0.568216,0.568408,-0.0681471,0.997675,0
0.42,49.9982,0.419995,0,-0.0083999,0.999965,0.064771,-0.157274,-0.0048543,0.243407,-0.591163,0.00117744,0.0259913,0.010531,-0.149244,0.264505,0.107509,-0.768991,0.568682,0.568226,0.568045,0.568472,-0.0683467,0.997662,0
0.43,49.9982,0.429995,0,-0.00859989,0.999963,0.0672639,-0.163174,-0.00522982,0.242889,-0.589985,0.00132087,0.0286363,0.0116061,-0.156934,0.283001,0.115063,-0.787288,0.568849,0.568163,0.56788,0.568533,-0.0685462,0.997648,0
0.44,49.9981,0.439994,0,-0.00879989,0.999961,0.0697559,-0.169062,-0.00561835,0.242094,-0.588197,0.00147607,0.0314663,0.0127567,-0.164807,0.302184,0.122901,-0.805456,0.569011,0.568103,0.567719,0.568592,-0.0687457,0.997634,0
0.45,49.998,0.449994,0,-0.00899988,0.99996,0.0722443,-0.17493,-0.00601931,0.241029,-0.58582,0.00164387,0.0344882,0.0139857,-0.172861,0.322053,0.131021,-0.823489,0.569168,0.568045,0.567563,0.568649,-0.0689453,0.99762,0
0.46,49.9979,0.459993,0,-0.00919987,0.999958,0.0747264,-0.180774,-0.00643206,0.239698,-0.582873,0.00182428,0.0377087,0.0152959,-0.181096,0.342604,0.139422,-0.841384,0.569321,0.567989,0.567412,0.568703,-0.0691448,0.997607,0
0.47,49.9978,0.469993,0,-0.00939986,0.999956,0.0771996,-0.186588,-0.00685593,0.23811,-0.579375,0.0020173,0.0411347,0.0166902,-0.18951,0.363835,0.148102,-0.859135,0.569468,0.567936,0.567266,0.568754,-0.0693443,0.997593,0
0.48,49.9977,0.479993,0,-0.00959985,0.999954,0.0796613,-0.192366,-0.00729019,0.23627,-0.575346,0.00222349,0.0447731,0.0181712,-0.198101,0.38574,0.157061,-0.876739,0.569611,0.567886,0.567125,0.568803,-0.0695438,0.997579,0
0.49,49.9976,0.489992,0,-0.00979984,0.999952,0.0821088,-0.198103,-0.00773406,0.234185,-0.570805,0.00244312,0.0486305,0.0197418,-0.206869,0.408315,0.166294,-0.894193,0.569749,0.567838,0.566989,0.56885,-0.0697433,0.997565,0
0.5,49.9975,0.499992,0,-0.00999983,0.99995,0.0845397,-0.203794,-0.00818671,0.231862,-0.565772,0.00267648,0.0527136,0.0214047,-0.21581,0.431554,0.175801,-0.911493,0.569882,0.567792,0.566857,0.568894,-0.0699428,0.997551,0
0.51,49.9974,0.509991,0,-0.0101998,0.999948,0.0869516,-0.209434,-0.00864731,0.229307,-0.560266,0.00292412,0.0570292,0.0231627,-0.224925,0.455451,0.185578,-0.928636,0.57001,0.567748,0.566731,0.568936,-0.0701424,0.997537,0
0.52,49.9973,0.519991,0,-0.0103998,0.999946,0.0893419,-0.215018,-0.00911494,0.226528,-0.554306,0.00318605,0.0615837,0.0250185,-0.234212,0.48,0.195622,-0.945619,0.570133,0.567707,0.566609,0.568976,-0.0703419,0.997523,0
0.53,49.9972,0.52999,0,-0.0105998,0.999944,0.0917082,-0.220542,-0.00958869,0.223532,-0.547913,0.00346199,0.0663837,0.0269747,-0.243668,0.505193,0.20593,-0.96244,0.570251,0.567668,0.566493,0.569013,-0.0705414,0.997509,0
0.54,49.9971,0.539989,0,-0.0107998,0.999942,0.0940483,-0.226001,-0.0100676,0.220324,-0.541105,0.00375306,0.0714356,0.0290341,-0.253292,0.531022,0.216499,-0.979095,0.570364,0.567632,0.566381,0.569048,-0.0707409,0.997495,0
0.55,49.997,0.549989,0,-0.0109998,0.99994,0.0963598,-0.231392,-0.0105507,0.216913,-0.533902,0.00405813,0.0767458,0.031199,-0.263083,0.55748,0.227324,-0.995583,0.570472,0.567597,0.566274,0.569081,-0.0709404,0.997481,0
0.56,49.9969,0.559988,0,-0.0111998,0.999937,0.0986405,-0.23671,-0.0110369,0.213305,-0.526322,0.00437834,0.0823206,0.0334723,-0.273039,0.584557,0.238401,-1.0119,0.570576,0.567565,0.566173,0.569112,-0.0711399,0.997466,0
0.57,49.9967,0.569987,0,-0.0113997,0.999935,0.100888,-0.241952,-0.0115253,0.209508,-0.518385,0.00471255,0.0881662,0.0358563,-0.283158,0.612244,0.249727,-1.02805,0.570674,0.567535,0.566076,0.56914,-0.0713393,0.997452,0
0.58,49.9966,0.579987,0,-0.0115997,0.999933,0.1031,-0.247114,-0.0120147,0.205529,-0.510109,0.00506188,0.0942887,0.0383536,-0.293439,0.640532,0.261296,-1.04403,0.570768,0.567508,0.565983,0.569166,-0.0715388,0.997438,0
0.59,49.9965,0.589986,0,-0.0117997,0.99993,0.105275,-0.252193,-0.0125043,0.201374,-0.501513,0.00542523,0.100694,0.0409665,-0.303879,0.66941,0.273105,-1.05983,0.570857,0.567482,0.565896,0.56919,-0.0717383,0.997423,0
0.6,49.9964,0.599985,0,-0.0119997,0.999928,0.107411,-0.257186,-0.0129927,0.197051,-0.492616,0.0058037,0.107388,0.0436976,-0.314477,0.698869,0.285147,-1.07546,0.570941,0.567459,0.565814,0.569212,-0.0719378,0.997409,0
0.61,49.9963,0.609985,0,-0.0121997,0.999926,0.109505,-0.26209,-0.0134792,0.192568,-0.483436,0.00619618,0.114377,0.046549,-0.325232,0.728898,0.297419,-1.09092,0.57102,0.567437,0.565736,0.569232,-0.0721373,0.997395,0
0.62,49.9962,0.619984,0,-0.0123997,0.999923,0.111556,-0.266902,-0.0139624,0.187931,-0.47399,0.0066035,0.121666,0.0495232,-0.336141,0.759486,0.309915,-1.1062,0.571095,0.567418,0.565663,0.56925,-0.0723368,0.99738,0
0.63,49.996,0.629983,0,-0.0125997,0.999921,0.113562,-0.27162,-0.0144414,0.183149,-0.464297,0.00702456,0.129261,0.0526224,-0.347203,0.790621,0.322629,-1.12131,0.571165,0.5674,0.565594,0.569266,-0.0725362,0.997366,0
0.64,49.9959,0.639982,0,-0.0127996,0.999918,0.11552,-0.276241,-0.0149151,0.178227,-0.454375,0.00745906,0.137167,0.0558487,-0.358416,0.822292,0.335555,-1.13625,0.57123,0.567384,0.56553,0.569281,-0.0727357,0.997351,0
0.65,49.9958,0.649981,0,-0.0129996,0.999915,0.11743,-0.280763,-0.0153825,0.173174,-0.44424,0.007907,0.14539,0.0592042,-0.369779,0.854488,0.348689,-1.15102,0.571291,0.56737,0.565471,0.569293,-0.0729352,0.997337,0
0.66,49.9956,0.65998,0,-0.0131996,0.999913,0.119289,-0.285184,-0.0158424,0.167996,-0.43391,0.0083684,0.153935,0.0626911,-0.381289,0.887196,0.362025,-1.16561,0.571347,0.567358,0.565416,0.569304,-0.0731346,0.997322,0
0.67,49.9955,0.66998,0,-0.0133996,0.99991,0.121096,-0.289503,-0.0162939,0.162702,-0.423401,0.0088424,0.162807,0.0663114,-0.392945,0.920404,0.375555,-1.18004,0.571398,0.567348,0.565366,0.569313,-0.0733341,0.997307,0
0.68,49.9954,0.679979,0,-0.0135996,0.999907,0.12285,-0.293716,-0.016736,0.157297,-0.41273,0.00932872,0.172011,0.0700669,-0.404745,0.954099,0.389274,-1.19429,0.571446,0.567339,0.56532,0.56932,-0.0735336,0.997293,0
0.69,49.9952,0.689978,0,-0.0137996,0.999905,0.124547,-0.297824,-0.0171677,0.15179,-0.401914,0.00982626,0.181552,0.0739596,-0.416688,0.98827,0.403176,-1.20838,0.571489,0.567332,0.565278,0.569326,-0.073733,0.997278,0
0.7,49.9951,0.699977,0,-0.0139995,0.999902,0.126189,-0.301824,-0.017588,0.146188,-0.390967,0.010335,0.191434,0.0779914,-0.428772,1.0229,0.417255,-1.22231,0.571527,0.567327,0.565241,0.56933,-0.0739325,0.997263,0
0.71,49.995,0.709976,0,-0.0141995,0.999899,0.127772,-0.305716,-0.0179959,0.140498,-0.379906,0.0108549,0.201663,0.082164,-0.440995,1.05799,0.431503,-1.23607,0.571562,0.567323,0.565207,0.569333,-0.0741319,0.997248,0
0.72,49.9948,0.719975,0,-0.0143995,0.999896,0.129296,-0.309498,-0.0183907,0.134727,-0.368746,0.011385,0.212243,0.086479,-0.453356,1.09351,0.445915,-1.24968,0.571592,0.567321,0.565178,0.569334,-0.0743314,0.997234,0
0.73,49.9947,0.729974,0,-0.0145995,0.999893,0.130759,-0.313169,-0.0187713,0.128883,-0.357502,0.0119248,0.223178,0.0909381,-0.465853,1.12945,0.460484,-1.26313,0.571618,0.56732,0.565153,0.569334,-0.0745308,0.997219,0
0.74,49.9945,0.739972,0,-0.0147994,0.999891,0.13216,-0.316729,-0.019137,0.122971,-0.346189,0.0124736,0.234473,0.095543,-0.478484,1.16581,0.475203,-1.27643,0.57164,0.56732,0.565132,0.569333,-0.0747303,0.997204,0
0.75,49.9944,0.749971,0,-0.0149994,0.999888,0.133499,-0.320177,-0.019487,0.117001,-0.33482,0.0130297,0.246131,0.100295,-0.491248,1.20256,0.490065,-1.28957,0.571658,0.567322,0.565115,0.569331,-0.0749297,0.997189,0
0.76,49.9942,0.75997,0,-0.0151994,0.999884,0.134774,-0.323513,-0.0198204,0.110977,-0.323409,0.0135939,0.258157,0.105196,-0.504144,1.2397,0.505064,-1.30257,0.571672,0.567325,0.565101,0.569327,-0.0751291,0.997174,0
0.77,49.9941,0.769969,0,-0.0153994,0.999881,0.135984,-0.326736,-0.0201367,0.104908,-0.311971,0.0141651,0.270554,0.110246,-0.51717,1.27721,0.520192,-1.31543,0.571683,0.567329,0.565091,0.569322,-0.0753286,0.997159,0
0.78,49.9939,0.779968,0,-0.0155994,0.999878,0.137129,-0.329846,-0.020435,0.0988007,-0.300517,0.0147427,0.283326,0.115448,-0.530324,1.31508,0.535443,-1.32815,0.571689,0.567334,0.565085,0.569316,-0.075528,0.997144,0
0.79,49.9938,0.789967,0,-0.0157993,0.999875,0.138208,-0.332843,-0.0207149,0.0926609,-0.289062,0.0153254,0.296476,0.120803,-0.543606,1.3533,0.550809,-1.34074,0.571692,0.567341,0.565083,0.569309,-0.0757274,0.997129,0
0.8,49.9936,0.799965,0,-0.0159993,0.999872,0.13922,-0.335727,-0.0209756,0.0864959,-0.277617,0.0159126,0.310009,0.126311,-0.557013,1.39184,0.566285,-1.35319,0.571692,0.567348,0.565084,0.569301,-0.0759268,0.997113,0
0.81,49.9934,0.809964,0,-0.0161993,0.999869,0.140164,-0.338499,-0.0212168,0.0803122,-0.266195,0.016504,0.323928,0.131974,-0.570545,1.43071,0.581862,-1.36552,0.571688,0.567357,0.565088,0.569293,-0.0761263,0.997098,0
0.82,49.9933,0.819963,0,-0.0163993,0.999866,0.141041,-0.341158,-0.0214378,0.0741163,-0.254807,0.017099,0.338235,0.137792,-0.5842,1.46989,0.597533,-1.37772,0.57168,0.567366,0.565096,0.569283,-0.0763257,0.997083,0
0.83,49.9931,0.829961,0,-0.0165992,0.999862,0.141849,-0.343705,-0.0216382,0.067915,-0.243464,0.0176954,0.352934,0.143768,-0.597978,1.50935,0.613293,-1.38981,0.57167,0.567376,0.565106,0.569273,-0.0765251,0.997068,0
0.84,49.9929,0.83996,0,-0.0167992,0.999859,0.142588,-0.34614,-0.0218177,0.0617144,-0.232178,0.0182935,0.368027,0.1499,-0.611876,1.5491,0.629133,-1.40179,0.571656,0.567387,0.56512,0.569262,-0.0767245,0.997052,0
0.85,49.9928,0.849958,0,-0.0169992,0.999856,0.143259,-0.348464,-0.021976,0.055521,-0.220959,0.0188922,0.383518,0.156192,-0.625894,1.58912,0.645046,-1.41366,0.571639,0.567399,0.565137,0.56925,-0.0769239,0.997037,0
0.86,49.9926,0.859957,0,-0.0171991,0.999852,0.143861,-0.350678,-0.0221127,0.0493407,-0.209817,0.0194909,0.39941,0.162642,-0.64003,1.6294,0.661026,-1.42542,0.571619,0.567412,0.565157,0.569237,-0.0771233,0.997022,0
0.87,49.9924,0.869955,0,-0.0173991,0.999849,0.144394,-0.352782,-0.0222276,0.0431799,-0.198762,0.020089,0.415704,0.169253,-0.654284,1.66991,0.677065,-1.43709,0.571596,0.567425,0.56518,0.569224,-0.0773227,0.997006,0
0.88,49.9923,0.879954,0,-0.0175991,0.999845,0.144858,-0.354778,-0.0223205,0.0370442,-0.187804,0.0206848,0.432403,0.176023,-0.668655,1.71066,0.693158,-1.44866,0.57157,0.567439,0.565205,0.569211,-0.0775221,0.996991,0
0.89,49.9921,0.889952,0,-0.017799,0.999842,0.145253,-0.356666,-0.0223913,0.0309395,-0.176951,0.0212779,0.449509,0.182955,-0.683142,1.75163,0.709295,-1.46015,0.571542,0.567453,0.565233,0.569196,-0.0777215,0.996975,0
0.9,49.9919,0.899951,0,-0.017999,0.999838,0.145579,-0.358448,-0.02244,0.0248714,-0.166212,0.0218673,0.467026,0.190048,-0.697743,1.7928,0.725472,-1.47155,0.571511,0.567469,0.565264,0.569182,-0.0779209,0.99696,0
0.91,49.9917,0.909949,0,-0.018199,0.999834,0.145837,-0.360124,-0.0224664,0.0188454,-0.155595,0.022452,0.484954,0.197302,-0.712459,1.83417,0.74168,-1.48287,0.571477,0.567484,0.565297,0.569167,-0.0781203,0.996944,0
0.92,49.9915,0.919947,0,-0.0183989,0.999831,0.146027,-0.361696,-0.0224707,0.0128671,-0.145109,0.023031,0.503295,0.204719,-0.727287,1.87572,0.757913,-1.49412,0.571441,0.5675,0.565333,0.569152,-0.0783197,0.996928,0
0.93,49.9914,0.929946,0,-0.0185989,0.999827,0.14615,-0.363166,-0.0224528,0.00694162,-0.134761,0.0236042,0.522052,0.212298,-0.742229,1.91744,0.774164,-1.50531,0.571402,0.567517,0.56537,0.569136,-0.0785191,0.996913,0
0.94,49.9912,0.939944,0,-0.0187989,0.999823,0.146205,-0.364533,-0.0224129,0.00107407,-0.124559,0.0241706,0.541227,0.22004,-0.757282,1.95932,0.790427,-1.51643,0.571362,0.567533,0.56541,0.56912,-0.0787185,0.996897,0
0.95,49.991,0.949942,0,-0.0189988,0.99982,0.146194,-0.365801,-0.0223512,-0.00473046,-0.114508,0.0247287,0.56082,0.227944,-0.772446,2.00135,0.806694,-1.52749,0.571319,0.567551,0.565452,0.569104,-0.0789178,0.996881,0
0.96,49.9908,0.95994,0,-0.0191988,0.999816,0.146117,-0.36697,-0.0222678,-0.0104672,-0.104616,0.025278,0.580834,0.236011,-0.787721,2.04352,0.82296,-1.5385,0.571274,0.567568,0.565496,0.569087,-0.0791172,0.996865,0
0.97,49.9906,0.969938,0,-0.0193988,0.999812,0.145974,-0.368041,-0.0221631,-0.0161318,-0.0948881,0.0258182,0.601269,0.244241,-0.803106,2.08581,0.839217,-1.54946,0.571227,0.567586,0.565542,0.56907,-0.0793166,0.996849,0
0.98,49.9904,0.979936,0,-0.0195987,0.999808,0.145768,-0.369018,-0.0220373,-0.0217195,-0.0853306,0.0263482,0.622127,0.252633,-0.8186,2.12822,0.85546,-1.56038,0.571178,0.567604,0.56559,0.569054,-0.0795159,0.996834,0
0.99,49.9902,0.989934,0,-0.0197987,0.999804,0.145498,-0.3699,-0.0218906,-0.0272258,-0.0759488,0.0268673,0.643409,0.261188,-0.834204,2.17074,0.871681,-1.57126,0.571128,0.567622,0.565639,0.569037,-0.0797153,0.996818,0
1,49.99,0.999932,0,-0.0199986,0.9998,0.145165,-0.370691,-0.0217236,-0.0326468,-0.0667479,0.0273743,0.665116,0.269904,-0.849917,2.21335,0.887875,-1.58211,0.571075,0.56764,0.56569,0.56902,-0.0799147,0.996802,0
1.01,49.9898,1.00993,0,-0.0201986,0.999796,0.144771,-0.371391,-0.0215366,-0.0379786,-0.0577327,0.0278696,0.68725,0.278783,-0.865738,2.25604,0.904035,-1.59293,0.571021,0.567659,0.565742,0.569003,-0.080114,0.996786,0
1.02,49.9896,1.01993,0,-0.0203986,0.999792,0.144316,-0.372002,-0.02133,-0.0432174,-0.0489072,0.0283515,0.70981,0.287823,-0.881667,2.29881,0.920156,-1.60373,0.570966,0.567677,0.565796,0.568985,-0.0803134,0.99677,0
1.03,49.9894,1.02993,0,-0.0205985,0.999788,0.143802,-0.372527,-0.0211044,-0.0483594,-0.0402758,0.0288199,0.732798,0.297025,-0.897704,2.34164,0.936231,-1.61451,0.57091,0.567696,0.565851,0.568968,-0.0805127,0.996754,0
1.04,49.9892,1.03992,0,-0.0207985,0.999784,0.143229,-0.372967,-0.0208601,-0.0534009,-0.0318423,0.0292737,0.756215,0.306387,-0.91385,2.38453,0.952254,-1.62527,0.570852,0.567715,0.565908,0.568951,-0.0807121,0.996737,0
1.05,49.989,1.04992,0,-0.0209984,0.99978,0.1426,-0.373324,-0.0205978,-0.0583389,-0.0236099,0.0297127,0.78006,0.31591,-0.930102,2.42747,0.968219,-1.63603,0.570792,0.567733,0.565965,0.568934,-0.0809114,0.996721,0
