time,target_N,target_E,target_alt,target_vN,target_vE,x0_phi,x1_theta,x2_psi,x3_p,x4_q,x5_r,x6_pN,x7_pE,x8_pD,x9_vN,x10_vE,x11_vD,x12_M1,x13_M2,x14_M3,x15_M4,vN_cmd,vE_cmd,vH_cmd
6.92,49.5219,6.89799,0,-0.13796,0.990438,-0.0180977,0.242169,2.68549e-05,0.00677937,-0.039682,-0.00126133,45.5844,10.0756,-7.63644,4.70445,1.24104,-0.0602266,0.483648,0.483824,0.483822,0.483642,-0.197102,0.980383,0
6.93,49.5205,6.90789,0,-0.138158,0.99041,-0.0180313,0.241772,2.12616e-05,0.00676791,-0.0401561,-0.00124368,45.6314,10.088,-7.63704,4.68035,1.23922,-0.0596938,0.483676,0.483849,0.483846,0.483669,-0.197298,0.980344,0
6.94,49.5191,6.9178,0,-0.138356,0.990383,-0.0179649,0.24137,1.59114e-05,0.00675553,-0.0406226,-0.00122589,45.6782,10.1004,-7.63764,4.65629,1.23741,-0.0591758,0.483702,0.483872,0.483869,0.483695,-0.197494,0.980304,0
6.95,49.5177,6.9277,0,-0.138554,0.990355,-0.0178985,0.240963,1.08038e-05,0.00674224,-0.0410813,-0.0012081,45.7248,10.1128,-7.63823,4.63226,1.2356,-0.0586726,0.483727,0.483894,0.48389,0.483719,-0.19769,0.980265,0
6.96,49.5164,6.9376,0,-0.138752,0.990327,-0.0178323,0.240552,5.93665e-06,0.00672816,-0.0415324,-0.00119045,45.7711,10.1252,-7.63881,4.60828,1.2338,-0.0581839,0.48375,0.483915,0.483911,0.483743,-0.197886,0.980225,0
6.97,49.515,6.94751,0,-0.13895,0.990299,-0.0177661,0.240137,1.30645e-06,0.0067132,-0.0419758,-0.00117281,45.8172,10.1375,-7.6394,4.58433,1.23201,-0.0577096,0.483773,0.483934,0.48393,0.483765,-0.198082,0.980185,0
6.98,49.5136,6.95741,0,-0.139148,0.990272,-0.0177,0.239717,-3.0888e-06,0.00669749,-0.0424116,-0.00115544,45.863,10.1498,-7.63997,4.56042,1.23022,-0.0572496,0.483794,0.483953,0.483948,0.483786,-0.198278,0.980146,0
6.99,49.5122,6.96731,0,-0.139346,0.990244,-0.017634,0.239293,-7.254e-06,0.00668102,-0.0428399,-0.00113807,45.9086,10.1621,-7.64054,4.53655,1.22845,-0.0568037,0.483814,0.48397,0.483965,0.483806,-0.198475,0.980106,0
7,49.5108,6.97722,0,-0.139544,0.990216,-0.0175681,0.238864,-1.11911e-05,0.00666373,-0.0432606,-0.00112084,45.954,10.1744,-7.64111,4.51272,1.22667,-0.0563718,0.483833,0.483986,0.483981,0.483825,-0.198671,0.980066,0
7.01,49.5094,6.98712,0,-0.139742,0.990188,-0.0175024,0.238432,-1.49035e-05,0.00664575,-0.0436737,-0.00110333,45.9991,10.1867,-7.64168,4.48894,1.22491,-0.0559537,0.483851,0.484001,0.483996,0.483842,-0.198867,0.980027,0
7.02,49.508,6.99702,0,-0.13994,0.99016,-0.0174368,0.237995,-1.83902e-05,0.00662711,-0.0440792,-0.0010861,46.044,10.1989,-7.64224,4.46519,1.22315,-0.0555493,0.483868,0.484015,0.48401,0.483859,-0.199063,0.979987,0
7.03,49.5066,7.00692,0,-0.140138,0.990132,-0.0173713,0.237554,-2.1656e-05,0.00660775,-0.0444773,-0.00106887,46.0887,10.2112,-7.64279,4.44149,1.22139,-0.0551585,0.483883,0.484028,0.484022,0.483874,-0.199259,0.979947,0
7.04,49.5052,7.01682,0,-0.140336,0.990104,-0.0173059,0.237109,-2.47028e-05,0.00658779,-0.0448679,-0.00105164,46.1331,10.2234,-7.64334,4.41783,1.21965,-0.054781,0.483898,0.484039,0.484034,0.483888,-0.199455,0.979907,0
7.05,49.5038,7.02672,0,-0.140534,0.990076,-0.0172407,0.23666,-2.75325e-05,0.00656717,-0.0452511,-0.00103456,46.1773,10.2356,-7.64389,4.39421,1.21791,-0.0544168,0.483911,0.48405,0.484044,0.483901,-0.199651,0.979867,0
7.06,49.5024,7.03662,0,-0.140732,0.990048,-0.0171756,0.236208,-3.01482e-05,0.00654594,-0.045627,-0.00101761,46.2212,10.2477,-7.64443,4.37063,1.21617,-0.0540657,0.483923,0.484059,0.484053,0.483913,-0.199846,0.979827,0
7.07,49.501,7.04653,0,-0.140931,0.99002,-0.0171107,0.235751,-3.25532e-05,0.00652409,-0.0459955,-0.0010008,46.2649,10.2599,-7.64498,4.3471,1.21445,-0.0537275,0.483934,0.484068,0.484061,0.483924,-0.200042,0.979787,0
7.08,49.4996,7.05643,0,-0.141129,0.989991,-0.017046,0.235291,-3.47507e-05,0.00650176,-0.0463567,-0.00098413,46.3084,10.272,-7.64551,4.32361,1.21273,-0.053402,0.483944,0.484075,0.484068,0.483934,-0.200238,0.979747,0
7.09,49.4982,7.06633,0,-0.141327,0.989963,-0.0169814,0.234827,-3.6744e-05,0.00647883,-0.0467107,-0.000967742,46.3516,10.2842,-7.64605,4.30017,1.21101,-0.0530892,0.483953,0.484081,0.484074,0.483942,-0.200434,0.979707,0
7.1,49.4967,7.07623,0,-0.141525,0.989935,-0.0169171,0.23436,-3.85374e-05,0.00645547,-0.0470574,-0.000951214,46.3946,10.2963,-7.64658,4.27677,1.20931,-0.0527889,0.483961,0.484086,0.484079,0.48395,-0.20063,0.979667,0
7.11,49.4953,7.08612,0,-0.141723,0.989906,-0.0168529,0.23389,-4.01314e-05,0.00643168,-0.0473971,-0.000934685,46.4374,10.3084,-7.64711,4.25342,1.20761,-0.0525008,0.483967,0.48409,0.484083,0.483957,-0.200826,0.979627,0
7.12,49.4939,7.09602,0,-0.14192,0.989878,-0.0167889,0.233415,-4.15276e-05,0.00640749,-0.0477296,-0.000918717,46.4799,10.3205,-7.64763,4.23011,1.20591,-0.0522249,0.483973,0.484093,0.484086,0.483962,-0.201022,0.979587,0
7.13,49.4925,7.10592,0,-0.142118,0.98985,-0.0167251,0.232938,-4.27332e-05,0.00638291,-0.0480551,-0.000902749,46.5222,10.3325,-7.64815,4.20685,1.20423,-0.0519611,0.483977,0.484095,0.484088,0.483966,-0.201218,0.979546,0
7.14,49.4911,7.11582,0,-0.142316,0.989821,-0.0166615,0.232457,-4.375e-05,0.00635793,-0.0483736,-0.000886921,46.5643,10.3446,-7.64867,4.18364,1.20254,-0.051709,0.483981,0.484096,0.484088,0.48397,-0.201414,0.979506,0
7.15,49.4896,7.12572,0,-0.142514,0.989793,-0.0165981,0.231974,-4.4581e-05,0.00633267,-0.0486853,-0.000871373,46.6061,10.3566,-7.64919,4.16047,1.20087,-0.0514686,0.483983,0.484096,0.484088,0.483972,-0.20161,0.979466,0
7.16,49.4882,7.13562,0,-0.142712,0.989764,-0.0165349,0.231487,-4.52304e-05,0.00630702,-0.0489902,-0.000855825,46.6477,10.3686,-7.6497,4.13735,1.1992,-0.0512398,0.483985,0.484095,0.484087,0.483973,-0.201806,0.979426,0
7.17,49.4868,7.14551,0,-0.14291,0.989736,-0.016472,0.230997,-4.56999e-05,0.0062811,-0.0492883,-0.000840417,46.6891,10.3806,-7.65022,4.11428,1.19754,-0.0510223,0.483985,0.484093,0.484085,0.483974,-0.202002,0.979385,0
7.18,49.4854,7.15541,0,-0.143108,0.989707,-0.0164092,0.230504,-4.59923e-05,0.00625482,-0.0495795,-0.00082543,46.7302,10.3926,-7.65073,4.09126,1.19588,-0.050816,0.483985,0.48409,0.484081,0.483973,-0.202198,0.979345,0
7.19,49.4839,7.16531,0,-0.143306,0.989678,-0.0163467,0.230008,-4.61135e-05,0.00622826,-0.0498642,-0.000810722,46.7712,10.4045,-7.65124,4.06828,1.19424,-0.0506208,0.483983,0.484086,0.484077,0.483971,-0.202393,0.979304,0
7.2,49.4825,7.17521,0,-0.143504,0.98965,-0.0162844,0.229509,-4.60676e-05,0.00620151,-0.0501424,-0.000796435,46.8118,10.4165,-7.65174,4.04535,1.19259,-0.0504365,0.48398,0.484081,0.484072,0.483969,-0.202589,0.979264,0
7.21,49.481,7.1851,0,-0.143702,0.989621,-0.0162224,0.229008,-4.58604e-05,0.00617456,-0.0504141,-0.000782008,46.8523,10.4284,-7.65225,4.02247,1.19096,-0.0502629,0.483977,0.484075,0.484066,0.483965,-0.202785,0.979223,0
7.22,49.4796,7.195,0,-0.1439,0.989592,-0.0161605,0.228504,-4.54919e-05,0.00614734,-0.0506794,-0.000767721,46.8925,10.4403,-7.65275,3.99965,1.18933,-0.0500998,0.483972,0.484068,0.484059,0.48396,-0.202981,0.979183,0
7.23,49.4782,7.2049,0,-0.144098,0.989563,-0.0160989,0.227997,-4.49647e-05,0.00611999,-0.0509384,-0.000753573,46.9325,10.4522,-7.65325,3.97687,1.1877,-0.0499472,0.483966,0.48406,0.484051,0.483955,-0.203177,0.979142,0
7.24,49.4767,7.21479,0,-0.144296,0.989535,-0.0160376,0.227487,-4.42816e-05,0.0060925,-0.0511913,-0.000739566,46.9723,10.4641,-7.65375,3.95414,1.18608,-0.0498049,0.48396,0.484051,0.484042,0.483948,-0.203373,0.979101,0
7.25,49.4753,7.22469,0,-0.144494,0.989506,-0.0159765,0.226975,-4.34452e-05,0.00606485,-0.0514378,-0.00072612,47.0118,10.4759,-7.65425,3.93146,1.18447,-0.0496726,0.483952,0.484041,0.484032,0.48394,-0.203568,0.979061,0
7.26,49.4738,7.23458,0,-0.144692,0.989477,-0.0159156,0.226461,-4.24627e-05,0.00603712,-0.0516784,-0.000712813,47.0511,10.4878,-7.65474,3.90883,1.18287,-0.0495503,0.483944,0.48403,0.484021,0.483932,-0.203764,0.97902,0
7.27,49.4724,7.24448,0,-0.14489,0.989448,-0.015855,0.225944,-4.13366e-05,0.00600935,-0.0519129,-0.000699646,47.0902,10.4996,-7.65524,3.88625,1.18127,-0.0494378,0.483934,0.484019,0.48401,0.483923,-0.20396,0.978979,0
7.28,49.4709,7.25437,0,-0.145087,0.989419,-0.0157946,0.225425,-4.00695e-05,0.00598147,-0.0521416,-0.00068662,47.1291,10.5114,-7.65573,3.86373,1.17967,-0.0493349,0.483924,0.484006,0.483997,0.483912,-0.204156,0.978938,0
7.29,49.4695,7.26426,0,-0.145285,0.98939,-0.0157345,0.224903,-3.86641e-05,0.00595358,-0.0523645,-0.000674153,47.1677,10.5232,-7.65623,3.84125,1.17808,-0.0492414,0.483913,0.483993,0.483984,0.483901,-0.204352,0.978898,0
7.3,49.468,7.27416,0,-0.145483,0.989361,-0.0156746,0.22438,-3.71272e-05,0.00592571,-0.0525816,-0.000661827,47.2061,10.535,-7.65672,3.81883,1.1765,-0.0491573,0.483901,0.483979,0.48397,0.483889,-0.204547,0.978857,0
7.31,49.4666,7.28405,0,-0.145681,0.989332,-0.015615,0.223854,-3.54612e-05,0.00589783,-0.052793,-0.000649641,47.2443,10.5468,-7.65721,3.79646,1.17493,-0.0490823,0.483888,0.483964,0.483955,0.483876,-0.204743,0.978816,0
7.32,49.4651,7.29395,0,-0.145879,0.989302,-0.0155556,0.223326,-3.36689e-05,0.00587,-0.0529989,-0.000637875,47.2823,10.5585,-7.6577,3.77414,1.17336,-0.0490163,0.483874,0.483948,0.483939,0.483862,-0.204939,0.978775,0
7.33,49.4637,7.30384,0,-0.146077,0.989273,-0.0154965,0.222796,-3.17554e-05,0.00584225,-0.0531993,-0.000626389,47.32,10.5702,-7.65819,3.75187,1.1718,-0.0489592,0.483859,0.483931,0.483922,0.483848,-0.205135,0.978734,0
7.34,49.4622,7.31373,0,-0.146275,0.989244,-0.0154376,0.222264,-2.97246e-05,0.00581454,-0.0533942,-0.000615323,47.3576,10.582,-7.65868,3.72965,1.17024,-0.0489108,0.483843,0.483913,0.483904,0.483832,-0.20533,0.978693,0
7.35,49.4607,7.32362,0,-0.146472,0.989215,-0.015379,0.22173,-2.7582e-05,0.00578691,-0.0535838,-0.000604538,47.3949,10.5937,-7.65917,3.70749,1.16869,-0.0488709,0.483827,0.483895,0.483886,0.483816,-0.205526,0.978652,0
7.36,49.4593,7.33352,0,-0.14667,0.989185,-0.0153206,0.221194,-2.53312e-05,0.00575948,-0.0537683,-0.000593893,47.4319,10.6053,-7.65966,3.68538,1.16714,-0.0488393,0.48381,0.483876,0.483867,0.483798,-0.205722,0.978611,0
7.37,49.4578,7.34341,0,-0.146868,0.989156,-0.0152625,0.220656,-2.29747e-05,0.0057321,-0.0539476,-0.000583387,47.4688,10.617,-7.66015,3.66333,1.1656,-0.048816,0.483792,0.483856,0.483847,0.48378,-0.205918,0.978569,0
7.38,49.4563,7.3533,0,-0.147066,0.989127,-0.0152046,0.220117,-2.05149e-05,0.00570484,-0.0541219,-0.000573022,47.5054,10.6287,-7.66064,3.64133,1.16407,-0.0488008,0.483773,0.483835,0.483826,0.483761,-0.206113,0.978528,0
7.39,49.4549,7.36319,0,-0.147264,0.989097,-0.015147,0.219576,-1.79539e-05,0.00567774,-0.0542912,-0.000562657,47.5418,10.6403,-7.66112,3.61938,1.16254,-0.0487935,0.483753,0.483813,0.483804,0.483742,-0.206309,0.978487,0
7.4,49.4534,7.37308,0,-0.147462,0.989068,-0.0150897,0.219033,-1.52927e-05,0.00565076,-0.0544556,-0.000552572,47.578,10.6519,-7.66161,3.59749,1.16102,-0.048794,0.483732,0.483791,0.483782,0.483721,-0.206505,0.978446,0
7.41,49.4519,7.38297,0,-0.147659,0.989038,-0.0150326,0.218488,-1.25351e-05,0.0056239,-0.0546152,-0.000542767,47.614,10.6635,-7.6621,3.57565,1.1595,-0.048802,0.483711,0.483768,0.483759,0.4837,-0.2067,0.978404,0
7.42,49.4504,7.39286,0,-0.147857,0.989009,-0.0149757,0.217942,-9.6846e-06,0.0055972,-0.0547702,-0.000533242,47.6498,10.6751,-7.66259,3.55386,1.15799,-0.0488176,0.483689,0.483744,0.483736,0.483678,-0.206896,0.978363,0
7.43,49.449,7.40275,0,-0.148055,0.988979,-0.0149191,0.217394,-6.74496e-06,0.00557079,-0.0549206,-0.000523857,47.6853,10.6867,-7.66308,3.53213,1.15649,-0.0488405,0.483666,0.48372,0.483711,0.483655,-0.207092,0.978321,0
7.44,49.4475,7.41264,0,-0.148253,0.988949,-0.0148627,0.216845,-3.71835e-06,0.00554453,-0.0550665,-0.000514893,47.7206,10.6983,-7.66356,3.51046,1.15499,-0.0488705,0.483643,0.483695,0.483686,0.483632,-0.207287,0.97828,0
7.45,49.446,7.42253,0,-0.148451,0.98892,-0.0148066,0.216294,-6.09821e-07,0.00551844,-0.0552079,-0.000506208,47.7557,10.7098,-7.66405,3.48884,1.15349,-0.0489076,0.483618,0.483669,0.48366,0.483608,-0.207483,0.978239,0
7.46,49.4445,7.43242,0,-0.148648,0.98889,-0.0147508,0.215742,2.57704e-06,0.00549262,-0.0553452,-0.000497944,47.7906,10.7214,-7.66454,3.46727,1.152,-0.0489516,0.483593,0.483642,0.483633,0.483583,-0.207679,0.978197,0
7.47,49.443,7.44231,0,-0.148846,0.98886,-0.0146951,0.215189,5.83726e-06,0.00546717,-0.0554781,-0.00048968,47.8253,10.7329,-7.66503,3.44576,1.15052,-0.0490023,0.483567,0.483615,0.483606,0.483557,-0.207874,0.978156,0
7.48,49.4415,7.4522,0,-0.149044,0.988831,-0.0146398,0.214634,9.17015e-06,0.005442,-0.0556068,-0.000481696,47.8597,10.7444,-7.66552,3.42431,1.14905,-0.0490595,0.483541,0.483587,0.483578,0.483531,-0.20807,0.978114,0
7.49,49.44,7.46209,0,-0.149242,0.988801,-0.0145846,0.214078,1.25722e-05,0.00541702,-0.0557315,-0.000474132,47.894,10.7559,-7.66601,3.40291,1.14757,-0.0491232,0.483514,0.483558,0.48355,0.483504,-0.208266,0.978072,0
7.5,49.4385,7.47198,0,-0.14944,0.988771,-0.0145297,0.21352,1.60384e-05,0.00539241,-0.0558521,-0.000466848,47.928,10.7674,-7.6665,3.38157,1.14611,-0.0491933,0.483486,0.483529,0.48352,0.483476,-0.208461,0.978031,0
7.51,49.437,7.48186,0,-0.149637,0.988741,-0.014475,0.212962,1.95654e-05,0.00536811,-0.0559689,-0.000459704,47.9618,10.7788,-7.667,3.36028,1.14465,-0.0492695,0.483457,0.483499,0.483491,0.483447,-0.208657,0.977989,0
7.52,49.4356,7.49175,0,-0.149835,0.988711,-0.0144206,0.212402,2.31511e-05,0.0053441,-0.0560819,-0.000452701,47.9954,10.7903,-7.66749,3.33905,1.14319,-0.0493517,0.483428,0.483468,0.48346,0.483418,-0.208852,0.977947,0
7.53,49.4341,7.50164,0,-0.150033,0.988681,-0.0143664,0.211841,2.67934e-05,0.00532037,-0.0561912,-0.000446258,48.0288,10.8017,-7.66798,3.31787,1.14174,-0.0494398,0.483398,0.483437,0.483429,0.483389,-0.209048,0.977905,0
7.54,49.4325,7.51152,0,-0.15023,0.988651,-0.0143124,0.211279,3.04862e-05,0.00529699,-0.0562969,-0.000440095,48.062,10.8131,-7.66848,3.29675,1.1403,-0.0495336,0.483368,0.483405,0.483397,0.483358,-0.209244,0.977864,0
7.55,49.431,7.52141,0,-0.150428,0.988621,-0.0142586,0.210717,3.42261e-05,0.00527394,-0.056399,-0.000434072,48.095,10.8245,-7.66897,3.27569,1.13886,-0.049633,0.483336,0.483373,0.483365,0.483327,-0.209439,0.977822,0
7.56,49.4295,7.5313,0,-0.150626,0.988591,-0.0142051,0.210153,3.8011e-05,0.00525124,-0.0564977,-0.000428048,48.1277,10.8359,-7.66947,3.25469,1.13743,-0.049738,0.483305,0.48334,0.483332,0.483296,-0.209635,0.97778,0
7.57,49.428,7.54118,0,-0.150824,0.988561,-0.0141518,0.209588,4.18405e-05,0.00522882,-0.056593,-0.000422586,48.1603,10.8473,-7.66997,3.23374,1.136,-0.0498482,0.483272,0.483306,0.483299,0.483263,-0.20983,0.977738,0
7.58,49.4265,7.55107,0,-0.151021,0.988531,-0.0140987,0.209022,4.57084e-05,0.00520684,-0.056685,-0.000416983,48.1926,10.8586,-7.67046,3.21285,1.13458,-0.0499637,0.483239,0.483272,0.483264,0.483231,-0.210026,0.977696,0
7.59,49.425,7.56095,0,-0.151219,0.9885,-0.0140458,0.208455,4.96156e-05,0.00518519,-0.0567737,-0.0004118,48.2247,10.87,-7.67096,3.19201,1.13316,-0.0500842,0.483206,0.483237,0.48323,0.483197,-0.210221,0.977654,0
7.6,49.4235,7.57084,0,-0.151417,0.98847,-0.0139932,0.207887,5.35574e-05,0.005164,-0.0568594,-0.000406618,48.2567,10.8813,-7.67146,3.17124,1.13175,-0.0502097,0.483171,0.483202,0.483195,0.483163,-0.210417,0.977612,0
7.61,49.422,7.58072,0,-0.151614,0.98844,-0.0139407,0.207318,5.75334e-05,0.00514318,-0.056942,-0.000402135,48.2884,10.8926,-7.67197,3.15052,1.13035,-0.05034,0.483137,0.483166,0.483159,0.483129,-0.210612,0.97757,0
7.62,49.4205,7.59061,0,-0.151812,0.988409,-0.0138885,0.206749,6.1536e-05,0.00512276,-0.0570218,-0.000397653,48.3199,10.9039,-7.67247,3.12985,1.12895,-0.0504749,0.483102,0.48313,0.483123,0.483094,-0.210808,0.977527,0
7.63,49.4189,7.60049,0,-0.15201,0.988379,-0.0138364,0.206179,6.55649e-05,0.00510274,-0.0570985,-0.000393591,48.3512,10.9152,-7.67298,3.10925,1.12755,-0.0506145,0.483066,0.483093,0.483086,0.483058,-0.211003,0.977485,0
7.64,49.4174,7.61038,0,-0.152208,0.988349,-0.0137845,0.205608,6.96152e-05,0.00508315,-0.0571725,-0.000389389,48.3823,10.9265,-7.67348,3.0887,1.12616,-0.0507584,0.483029,0.483056,0.483049,0.483022,-0.211199,0.977443,0
7.65,49.4159,7.62026,0,-0.152405,0.988318,-0.0137329,0.205036,7.36882e-05,0.00506396,-0.0572437,-0.000385747,48.4132,10.9378,-7.67399,3.06821,1.12478,-0.0509067,0.482992,0.483018,0.483011,0.482985,-0.211394,0.977401,0
7.66,49.4144,7.63014,0,-0.152603,0.988288,-0.0136814,0.204464,7.77777e-05,0.00504513,-0.0573121,-0.000382245,48.4438,10.949,-7.6745,3.04778,1.1234,-0.0510591,0.482955,0.482979,0.482973,0.482948,-0.21159,0.977359,0
7.67,49.4129,7.64003,0,-0.152801,0.988257,-0.0136301,0.203891,8.1882e-05,0.00502674,-0.0573781,-0.000379164,48.4743,10.9603,-7.67501,3.0274,1.12202,-0.0512156,0.482917,0.482941,0.482934,0.48291,-0.211785,0.977316,0
7.68,49.4113,7.64991,0,-0.152998,0.988226,-0.013579,0.203317,8.59964e-05,0.00500871,-0.0574415,-0.000376222,48.5046,10.9715,-7.67552,3.00709,1.12065,-0.0513761,0.482879,0.482901,0.482895,0.482872,-0.211981,0.977274,0
7.69,49.4098,7.65979,0,-0.153196,0.988196,-0.0135281,0.202742,9.01192e-05,0.00499107,-0.0575024,-0.000373561,48.5347,10.9827,-7.67603,2.98683,1.11929,-0.0515403,0.48284,0.482862,0.482855,0.482833,-0.212176,0.977231,0
7.7,49.4083,7.66967,0,-0.153393,0.988165,-0.0134774,0.202167,9.42472e-05,0.00497379,-0.0575609,-0.00037132,48.5645,10.9939,-7.67655,2.96663,1.11793,-0.0517083,0.482801,0.482821,0.482815,0.482794,-0.212372,0.977189,0
7.71,49.4067,7.67955,0,-0.153591,0.988135,-0.0134268,0.201592,9.83759e-05,0.00495699,-0.0576172,-0.000369079,48.5942,11.0051,-7.67707,2.94649,1.11657,-0.0518798,0.482761,0.482781,0.482775,0.482754,-0.212567,0.977146,0
7.72,49.4052,7.68944,0,-0.153789,0.988104,-0.0133764,0.201016,0.000102505,0.00494059,-0.0576712,-0.000367118,48.6237,11.0162,-7.67759,2.9264,1.11523,-0.0520549,0.48272,0.48274,0.482734,0.482714,-0.212763,0.977104,0
7.73,49.4036,7.69932,0,-0.153986,0.988073,-0.0133262,0.200439,0.000106631,0.00492463,-0.057723,-0.000365297,48.6529,11.0274,-7.67811,2.90638,1.11388,-0.0522333,0.48268,0.482698,0.482693,0.482674,-0.212958,0.977061,0
7.74,49.4021,7.7092,0,-0.154184,0.988042,-0.0132761,0.199862,0.000110753,0.00490906,-0.0577727,-0.000363336,48.682,11.0385,-7.67863,2.88641,1.11254,-0.0524149,0.482639,0.482656,0.482651,0.482633,-0.213153,0.977019,0
7.75,49.4006,7.71908,0,-0.154382,0.988011,-0.0132262,0.199284,0.000114872,0.00489389,-0.0578202,-0.000361655,48.7109,11.0496,-7.67915,2.8665,1.11121,-0.0525996,0.482597,0.482614,0.482609,0.482591,-0.213349,0.976976,0
7.76,49.399,7.72896,0,-0.154579,0.98798,-0.0131764,0.198706,0.000118984,0.00487912,-0.0578658,-0.000360394,48.7395,11.0607,-7.67968,2.84665,1.10988,-0.0527874,0.482555,0.482571,0.482566,0.48255,-0.213544,0.976933,0
7.77,49.3975,7.73884,0,-0.154777,0.987949,-0.0131268,0.198127,0.000123086,0.00486479,-0.0579095,-0.000359414,48.768,11.0718,-7.68021,2.82686,1.10856,-0.0529781,0.482513,0.482528,0.482523,0.482507,-0.21374,0.976891,0
7.78,49.3959,7.74872,0,-0.154974,0.987918,-0.0130774,0.197548,0.000127173,0.00485082,-0.0579514,-0.000358573,48.7963,11.0829,-7.68074,2.80712,1.10724,-0.0531716,0.48247,0.482485,0.48248,0.482465,-0.213935,0.976848,0
7.79,49.3944,7.7586,0,-0.155172,0.987888,-0.0130281,0.196968,0.000131245,0.00483728,-0.0579914,-0.000357733,48.8243,11.094,-7.68127,2.78745,1.10593,-0.0533678,0.482427,0.482441,0.482436,0.482422,-0.21413,0.976805,0
7.8,49.3928,7.76848,0,-0.15537,0.987856,-0.0129789,0.196389,0.000135302,0.00482414,-0.0580296,-0.000357032,48.8522,11.1051,-7.6818,2.76783,1.10462,-0.0535666,0.482383,0.482397,0.482392,0.482378,-0.214326,0.976762,0
7.81,49.3913,7.77835,0,-0.155567,0.987825,-0.0129299,0.195808,0.000139341,0.00481139,-0.0580662,-0.000356612,48.8799,11.1161,-7.68234,2.74828,1.10331,-0.0537679,0.482339,0.482352,0.482348,0.482334,-0.214521,0.976719,0
7.82,49.3897,7.78823,0,-0.155765,0.987794,-0.012881,0.195228,0.000143359,0.00479905,-0.0581011,-0.000356472,48.9074,11.1271,-7.68287,2.72878,1.10201,-0.0539716,0.482295,0.482307,0.482303,0.48229,-0.214716,0.976676,0
7.83,49.3882,7.79811,0,-0.155962,0.987763,-0.0128322,0.194647,0.000147355,0.0047871,-0.0581344,-0.000356472,48.9346,11.1382,-7.68341,2.70934,1.10072,-0.0541776,0.48225,0.482262,0.482258,0.482246,-0.214912,0.976633,0
7.84,49.3866,7.80799,0,-0.15616,0.987732,-0.0127836,0.194065,0.000151325,0.00477547,-0.0581661,-0.000356752,48.9617,11.1492,-7.68396,2.68996,1.09943,-0.0543858,0.482205,0.482216,0.482212,0.482201,-0.215107,0.97659,0
7.85,49.385,7.81787,0,-0.156357,0.987701,-0.0127351,0.193484,0.000155267,0.00476428,-0.0581963,-0.000356892,48.9886,11.1602,-7.6845,2.67064,1.09815,-0.0545961,0.48216,0.482171,0.482167,0.482156,-0.215302,0.976547,0
7.86,49.3835,7.82774,0,-0.156555,0.987669,-0.0126867,0.192902,0.000159183,0.00475352,-0.058225,-0.000357032,49.0153,11.1711,-7.68505,2.65137,1.09687,-0.0548083,0.482114,0.482124,0.482121,0.48211,-0.215498,0.976504,0
7.87,49.3819,7.83762,0,-0.156752,0.987638,-0.0126384,0.192319,0.000163072,0.0047432,-0.0582523,-0.000357593,49.0419,11.1821,-7.68559,2.63217,1.0956,-0.0550225,0.482068,0.482078,0.482074,0.482065,-0.215693,0.976461,0
7.88,49.3803,7.8475,0,-0.15695,0.987607,-0.0125902,0.191737,0.000166929,0.0047332,-0.0582781,-0.000358293,49.0682,11.1931,-7.68614,2.61302,1.09433,-0.0552385,0.482022,0.482031,0.482027,0.482018,-0.215888,0.976418,0
7.89,49.3788,7.85737,0,-0.157147,0.987575,-0.0125422,0.191154,0.000170754,0.00472352,-0.0583024,-0.000359134,49.0943,11.204,-7.6867,2.59394,1.09306,-0.0554562,0.481975,0.481984,0.481981,0.481972,-0.216084,0.976375,0
7.9,49.3772,7.86725,0,-0.157345,0.987544,-0.0124942,0.190571,0.000174544,0.00471419,-0.0583253,-0.000360254,49.1203,11.2149,-7.68725,2.57491,1.0918,-0.0556756,0.481929,0.481937,0.481933,0.481925,-0.216279,0.976332,0
7.91,49.3756,7.87712,0,-0.157542,0.987512,-0.0124463,0.189988,0.000178296,0.00470526,-0.058347,-0.000361515,49.146,11.2259,-7.68781,2.55595,1.09055,-0.0558965,0.481881,0.481889,0.481886,0.481878,-0.216474,0.976288,0
7.92,49.374,7.887,0,-0.15774,0.987481,-0.0123986,0.189404,0.00018201,0.00469673,-0.0583672,-0.000363056,49.1716,11.2368,-7.68837,2.53704,1.0893,-0.0561188,0.481834,0.481841,0.481838,0.481831,-0.216669,0.976245,0
7.93,49.3725,7.89687,0,-0.157937,0.987449,-0.0123509,0.188821,0.000185682,0.00468851,-0.0583862,-0.000364596,49.1969,11.2477,-7.68893,2.51819,1.08805,-0.0563425,0.481786,0.481793,0.48179,0.481784,-0.216865,0.976202,0
7.94,49.3709,7.90675,0,-0.158135,0.987418,-0.0123034,0.188237,0.000189312,0.00468069,-0.0584039,-0.000365997,49.2221,11.2585,-7.68949,2.4994,1.08681,-0.0565675,0.481738,0.481745,0.481742,0.481736,-0.21706,0.976158,0
7.95,49.3693,7.91662,0,-0.158332,0.987386,-0.0122559,0.187653,0.000192901,0.00467315,-0.0584204,-0.000367538,49.2471,11.2694,-7.69006,2.48067,1.08558,-0.0567937,0.48169,0.481696,0.481693,0.481688,-0.217255,0.976115,0
